#,"Date Time, GMT-07:00",       Battery,   Temperature_C,  Dissolved Oxygen_mg/l,  Dissolved Oxygen Saturation_%,             Q,Site,Elevation,Tide_ft,,Note:,Site is at a -2ft.  Filter out for DO at -.5 or 0ft' due to location of DO unit in flip bag
10096,11/12/2023 12:13,3.5,12.225,5.143375,57.181495,0.902,Eld,Low,6.86,,,
10097,11/12/2023 12:28,3.5,12.251,5.450624,60.630732,0.902,Eld,Low,7.13,,,
10098,11/12/2023 12:43,3.5,12.234,5.600656,62.277197,0.902,Eld,Low,7.44,,,
10099,11/12/2023 12:58,3.5,12.251,5.892747,65.548755,0.902,Eld,Low,7.77,,,
10100,11/12/2023 13:13,3.5,12.26,6.104241,67.914287,0.902,Eld,Low,8.13,,,
10101,11/12/2023 13:28,3.5,12.278,5.921504,65.906322,0.902,Eld,Low,8.5,,,
10102,11/12/2023 13:43,3.5,12.278,5.600175,62.329938,0.902,Eld,Low,8.89,,,
10103,11/12/2023 13:58,3.5,12.269,5.730142,63.764308,0.902,Eld,Low,9.27,,,
10104,11/12/2023 14:13,3.5,12.26,5.645333,62.808581,0.902,Eld,Low,9.65,,,
10105,11/12/2023 14:28,3.5,12.242,5.959785,66.281813,0.902,Eld,Low,10.02,,,
10106,11/12/2023 14:43,3.5,12.251,5.718247,63.607676,0.902,Eld,Low,10.36,,,
10107,11/12/2023 14:58,3.5,12.269,5.151255,57.322525,0.902,Eld,Low,10.67,,,
10108,11/12/2023 15:13,3.5,12.287,4.629539,51.536578,0.902,Eld,Low,10.95,,,
10109,11/12/2023 15:28,3.5,12.295,4.678254,52.087711,0.903,Eld,Low,11.18,,,
10110,11/12/2023 15:43,3.5,12.287,5.036448,56.066343,0.902,Eld,Low,11.36,,,
10111,11/12/2023 15:58,3.5,12.304,5.747213,64.001701,0.902,Eld,Low,11.48,,,
10112,11/12/2023 16:13,3.5,12.278,6.16229,68.586276,0.902,Eld,Low,11.54,,,
10113,11/12/2023 16:28,3.5,12.269,6.268759,69.757966,0.902,Eld,Low,11.53,,,
10114,11/12/2023 16:43,3.5,12.242,6.46734,71.92659,0.902,Eld,Low,11.46,,,
10115,11/12/2023 16:58,3.5,12.26,6.365156,70.817165,0.902,Eld,Low,11.32,,,
10116,11/12/2023 17:13,3.5,12.287,6.32094,70.365455,0.902,Eld,Low,11.11,,,
10117,11/12/2023 17:28,3.5,12.287,6.304999,70.188,0.902,Eld,Low,10.84,,,
10118,11/12/2023 17:43,3.5,12.295,6.330242,70.48095,0.902,Eld,Low,10.5,,,
10119,11/12/2023 17:58,3.5,12.287,6.285702,69.973187,0.902,Eld,Low,10.11,,,
10120,11/12/2023 18:13,3.5,12.287,6.276473,69.87045,0.902,Eld,Low,9.66,,,
10121,11/12/2023 18:28,3.5,12.163,6.55803,72.813094,0.902,Eld,Low,9.15,,,
10122,11/12/2023 18:43,3.5,12.101,6.783904,75.221836,0.902,Eld,Low,8.6,,,
10123,11/12/2023 18:58,3.5,12.003,7.043751,77.940497,0.902,Eld,Low,8,,,
10124,11/12/2023 19:13,3.5,11.825,7.303506,80.508653,0.902,Eld,Low,7.37,,,
10125,11/12/2023 19:28,3.5,12.038,6.870503,76.080113,0.902,Eld,Low,6.7,,,
10126,11/12/2023 19:43,3.5,12.012,6.954108,76.963317,0.903,Eld,Low,6.01,,,
10127,11/12/2023 19:58,3.5,11.941,7.216696,79.748801,0.902,Eld,Low,5.3,,,
10128,11/12/2023 20:13,3.5,11.932,7.233372,79.917754,0.902,Eld,Low,4.58,,,
10129,11/12/2023 20:28,3.5,11.914,7.228151,79.82943,0.902,Eld,Low,3.87,,,
10130,11/12/2023 20:43,3.5,11.879,7.279767,80.339507,0.902,Eld,Low,3.17,,,
10131,11/12/2023 20:58,3.5,11.807,7.423204,81.796679,0.903,Eld,Low,2.49,,,
10132,11/12/2023 21:13,3.5,11.709,7.52776,82.775201,0.902,Eld,Low,1.85,,,
10133,11/12/2023 21:28,3.51,11.709,7.505965,82.53554,0.902,Eld,Low,1.25,,,
10134,11/12/2023 21:43,3.51,11.638,7.580619,83.229833,0.902,Eld,Low,0.7,,,
10135,11/12/2023 21:58,3.51,11.584,7.619409,83.558955,0.902,Eld,Low,0.21,,,
10136,11/12/2023 22:13,3.51,11.495,7.677909,84.039845,0.902,Eld,Low,-0.2,,,
10137,11/12/2023 22:28,3.51,11.307,7.682479,83.75048,0.902,Eld,Low,-0.53,,,
10138,11/12/2023 22:43,3.51,11.298,8.528527,92.955637,0.903,Eld,Low,-0.78,,,
10139,11/12/2023 22:58,3.5,10.794,8.975866,96.76981,0.903,Eld,Low,-0.94,,,
10140,11/12/2023 23:13,3.51,10.468,9.031723,96.682237,0.903,Eld,Low,-1,,,
10141,11/12/2023 23:28,3.51,10.105,9.123782,96.892896,0.903,Eld,Low,-0.97,,,
10142,11/12/2023 23:43,3.5,9.958,9.150173,96.858832,0.903,Eld,Low,-0.85,,,
10143,11/12/2023 23:58,3.5,9.839,9.174431,96.86061,0.903,Eld,Low,-0.64,,,
10144,11/13/2023 0:13,3.5,9.775,9.189417,96.881517,0.904,Eld,Low,-0.34,,,
10145,11/13/2023 0:28,3.5,9.785,9.183706,96.842748,0.903,Eld,Low,0.04,,,
10146,11/13/2023 0:43,3.5,9.775,9.181894,96.802207,0.903,Eld,Low,0.5,,,
10147,11/13/2023 0:58,3.5,9.748,9.191546,96.846031,0.903,Eld,Low,1.02,,,
10148,11/13/2023 1:13,3.5,9.739,9.204793,96.966267,0.904,Eld,Low,1.6,,,
10149,11/13/2023 1:28,3.51,11.325,7.006574,76.411733,0.904,Eld,Low,2.23,,,
10150,11/13/2023 1:43,3.5,11.665,7.054514,77.49837,0.903,Eld,Low,2.89,,,
10151,11/13/2023 1:58,3.5,11.736,6.977287,76.766517,0.902,Eld,Low,3.58,,,
10152,11/13/2023 2:13,3.5,11.798,6.93181,76.367295,0.902,Eld,Low,4.29,,,
10153,11/13/2023 2:28,3.5,11.905,6.838143,75.507602,0.902,Eld,Low,5.01,,,
10154,11/13/2023 2:43,3.5,12.021,6.736985,74.574634,0.902,Eld,Low,5.73,,,
10155,11/13/2023 2:58,3.5,11.967,6.803542,75.224853,0.902,Eld,Low,6.44,,,
10156,11/13/2023 3:13,3.5,11.896,6.853985,75.668005,0.902,Eld,Low,7.13,,,
10157,11/13/2023 3:28,3.5,11.95,6.658299,73.59229,0.902,Eld,Low,7.79,,,
10158,11/13/2023 3:43,3.5,12.012,6.171645,68.303551,0.902,Eld,Low,8.41,,,
10159,11/13/2023 3:58,3.5,12.038,6.319488,69.978474,0.902,Eld,Low,8.99,,,
10160,11/13/2023 4:13,3.5,12.092,6.070877,67.302719,0.902,Eld,Low,9.52,,,
10161,11/13/2023 4:28,3.5,12.109,6.052574,67.124056,0.902,Eld,Low,9.98,,,
10162,11/13/2023 4:43,3.5,12.118,6.182665,68.579893,0.902,Eld,Low,10.39,,,
10163,11/13/2023 4:58,3.5,12.127,6.253204,69.3756,0.902,Eld,Low,10.74,,,
10164,11/13/2023 5:13,3.5,12.083,6.033892,66.879912,0.903,Eld,Low,11.03,,,
10165,11/13/2023 5:28,3.5,12.109,5.93263,65.793854,0.902,Eld,Low,11.25,,,
10166,11/13/2023 5:43,3.5,12.065,5.919668,65.588747,0.902,Eld,Low,11.42,,,
10167,11/13/2023 5:58,3.5,12.065,6.268575,69.454562,0.902,Eld,Low,11.52,,,
10168,11/13/2023 6:13,3.5,12.101,5.596217,62.052434,0.903,Eld,Low,11.57,,,
10169,11/13/2023 6:28,3.5,12.145,5.282859,58.632599,0.903,Eld,Low,11.56,,,
10170,11/13/2023 6:43,3.5,12.18,5.125423,56.927545,0.903,Eld,Low,11.51,,,
10171,11/13/2023 6:58,3.5,12.172,5.73185,63.652268,0.902,Eld,Low,11.4,,,
10172,11/13/2023 7:13,3.5,12.118,5.837086,64.746639,0.903,Eld,Low,11.26,,,
10173,11/13/2023 7:28,3.5,12.154,6.040388,67.052963,0.902,Eld,Low,11.07,,,
10174,11/13/2023 7:43,3.5,12.163,5.994331,66.554409,0.902,Eld,Low,10.84,,,
10175,11/13/2023 7:58,3.5,12.18,6.064105,67.353392,0.902,Eld,Low,10.58,,,
10176,11/13/2023 8:13,3.5,12.207,6.282455,69.818559,0.902,Eld,Low,10.29,,,
10177,11/13/2023 8:28,3.5,12.189,6.40896,71.19725,0.902,Eld,Low,9.98,,,
10178,11/13/2023 8:43,3.5,12.207,6.388155,70.993234,0.902,Eld,Low,9.66,,,
10179,11/13/2023 8:58,3.5,12.189,6.476908,71.95209,0.902,Eld,Low,9.32,,,
10180,11/13/2023 9:13,3.5,12.198,6.443438,71.593934,0.902,Eld,Low,8.98,,,
10181,11/13/2023 9:28,3.5,12.189,6.436642,71.504778,0.903,Eld,Low,8.65,,,
10182,11/13/2023 9:43,3.5,12.207,6.451072,71.692445,0.902,Eld,Low,8.33,,,
10183,11/13/2023 9:58,3.5,12.189,6.457614,71.737753,0.902,Eld,Low,8.02,,,
10184,11/13/2023 10:13,3.5,12.198,6.496287,72.181152,0.902,Eld,Low,7.74,,,
10185,11/13/2023 10:28,3.5,12.207,6.469528,71.897547,0.902,Eld,Low,7.5,,,
10186,11/13/2023 10:43,3.5,12.216,6.498135,72.229252,0.902,Eld,Low,7.29,,,
10187,11/13/2023 10:58,3.5,12.225,6.524226,72.533108,0.902,Eld,Low,7.13,,,
10188,11/13/2023 11:13,3.5,12.234,6.471459,71.960201,0.902,Eld,Low,7.01,,,
10189,11/13/2023 11:28,3.5,12.03,6.654045,73.670637,0.902,Eld,Low,6.95,,,
10190,11/13/2023 11:43,3.5,12.092,6.314114,69.999291,0.902,Eld,Low,6.94,,,
10191,11/13/2023 11:58,3.5,12.127,6.712863,74.475242,0.902,Eld,Low,6.98,,,
10192,11/13/2023 12:13,3.5,12.18,6.587552,73.167269,0.902,Eld,Low,7.07,,,
10193,11/13/2023 12:28,3.5,12.189,6.70508,74.486861,0.902,Eld,Low,7.21,,,
10194,11/13/2023 12:43,3.5,12.269,6.675657,74.285885,0.902,Eld,Low,7.4,,,
10195,11/13/2023 12:58,3.5,12.26,6.261126,69.659747,0.902,Eld,Low,7.63,,,
10196,11/13/2023 13:13,3.5,12.278,5.644641,62.824842,0.902,Eld,Low,7.89,,,
10197,11/13/2023 13:28,3.5,12.295,6.321013,70.378195,0.902,Eld,Low,8.19,,,
10198,11/13/2023 13:43,3.5,12.234,6.950485,77.286786,0.902,Eld,Low,8.5,,,
10199,11/13/2023 13:58,3.5,12.278,6.554093,72.947037,0.902,Eld,Low,8.84,,,
10200,11/13/2023 14:13,3.5,12.189,6.813294,75.689014,0.902,Eld,Low,9.18,,,
10201,11/13/2023 14:28,3.5,12.216,6.734705,74.858822,0.902,Eld,Low,9.52,,,
10202,11/13/2023 14:43,3.5,12.384,6.397349,71.362379,0.902,Eld,Low,9.85,,,
10203,11/13/2023 14:58,3.51,12.472,6.1036,68.212313,0.902,Eld,Low,10.18,,,
10204,11/13/2023 15:13,3.5,12.304,6.10547,67.991296,0.902,Eld,Low,10.48,,,
10205,11/13/2023 15:28,3.5,12.278,6.314984,70.285759,0.902,Eld,Low,10.76,,,
10206,11/13/2023 15:43,3.5,12.26,6.021185,66.990219,0.902,Eld,Low,11,,,
10207,11/13/2023 15:58,3.5,12.26,6.170519,68.651674,0.902,Eld,Low,11.19,,,
10208,11/13/2023 16:13,3.5,12.287,5.710995,63.575478,0.902,Eld,Low,11.34,,,
10209,11/13/2023 16:28,3.5,12.26,6.027057,67.055557,0.902,Eld,Low,11.44,,,
10210,11/13/2023 16:43,3.5,12.287,6.213549,69.169971,0.902,Eld,Low,11.47,,,
10211,11/13/2023 16:58,3.5,12.287,5.701766,63.472741,0.902,Eld,Low,11.44,,,
10212,11/13/2023 17:13,3.5,12.287,5.767207,64.201239,0.902,Eld,Low,11.35,,,
10213,11/13/2023 17:28,3.5,12.251,5.800463,64.522223,0.902,Eld,Low,11.19,,,
10214,11/13/2023 17:43,3.5,12.26,6.029574,67.083559,0.902,Eld,Low,10.96,,,
10215,11/13/2023 17:58,3.5,12.251,6.06557,67.471171,0.902,Eld,Low,10.67,,,
10216,11/13/2023 18:13,3.5,12.26,6.199882,68.978364,0.902,Eld,Low,10.31,,,
10217,11/13/2023 18:28,3.5,12.251,6.140236,68.301729,0.902,Eld,Low,9.89,,,
10218,11/13/2023 18:43,3.5,12.225,6.286814,69.893675,0.902,Eld,Low,9.42,,,
10219,11/13/2023 18:58,3.5,12.207,6.467011,71.869578,0.902,Eld,Low,8.89,,,
10220,11/13/2023 19:13,3.5,12.207,6.477916,71.990775,0.902,Eld,Low,8.32,,,
10221,11/13/2023 19:28,3.5,12.198,6.459376,71.771032,0.902,Eld,Low,7.7,,,
10222,11/13/2023 19:43,3.5,12.163,6.597455,73.25083,0.902,Eld,Low,7.04,,,
10223,11/13/2023 19:58,3.5,12.101,6.653895,73.78027,0.902,Eld,Low,6.35,,,
10224,11/13/2023 20:13,3.5,12.065,6.641804,73.589868,0.902,Eld,Low,5.63,,,
10225,11/13/2023 20:28,3.5,12.047,6.697822,74.182139,0.902,Eld,Low,4.9,,,
10226,11/13/2023 20:43,3.5,11.967,6.896626,76.25406,0.902,Eld,Low,4.16,,,
10227,11/13/2023 20:58,3.5,11.967,6.996419,77.357444,0.902,Eld,Low,3.42,,,
10228,11/13/2023 21:13,3.5,11.816,7.122312,78.49622,0.902,Eld,Low,2.69,,,
10229,11/13/2023 21:28,3.5,11.834,7.07974,78.057016,0.902,Eld,Low,1.98,,,
10230,11/13/2023 21:43,3.5,11.79,7.131263,78.551232,0.902,Eld,Low,1.3,,,
10231,11/13/2023 21:58,3.51,11.718,7.197573,79.159702,0.902,Eld,Low,0.66,,,
10232,11/13/2023 22:13,3.51,11.683,7.138525,78.451515,0.902,Eld,Low,0.08,,,
10233,11/13/2023 22:28,3.5,10.884,9.034007,97.587263,0.901,Eld,Low,-0.44,,,
10234,11/13/2023 22:43,3.51,7.649,9.773866,98.215073,0.901,Eld,Low,-0.88,,,
10235,11/13/2023 22:58,3.51,5.805,10.206558,98.231364,0.902,Eld,Low,-1.25,,,
10236,11/13/2023 23:13,3.51,4.963,10.413757,98.22169,0.902,Eld,Low,-1.52,,,
10237,11/13/2023 23:28,3.51,4.522,10.528704,98.248597,0.903,Eld,Low,-1.7,,,
10238,11/13/2023 23:43,3.51,4.127,10.621049,98.157352,0.903,Eld,Low,-1.78,,,
10239,11/13/2023 23:58,3.51,3.801,10.712823,98.213911,0.904,Eld,Low,-1.77,,,
10240,11/14/2023 0:13,3.51,3.545,10.756936,97.995259,0.903,Eld,Low,-1.65,,,
10241,11/14/2023 0:28,3.51,3.288,10.831568,98.046307,0.903,Eld,Low,-1.43,,,
10242,11/14/2023 0:43,3.51,3.102,10.8719,97.955205,0.903,Eld,Low,-1.12,,,
10243,11/14/2023 0:58,3.51,3.153,10.866246,98.029233,0.904,Eld,Low,-0.72,,,
10244,11/14/2023 1:13,3.51,3.319,10.825531,98.067423,0.904,Eld,Low,-0.24,,,
10245,11/14/2023 1:28,3.51,3.319,10.813124,97.955029,0.904,Eld,Low,0.32,,,
10246,11/14/2023 1:43,3.51,3.133,10.863389,97.954457,0.903,Eld,Low,0.93,,,
10247,11/14/2023 1:58,3.51,3.008,10.899059,97.968992,0.904,Eld,Low,1.6,,,
10248,11/14/2023 2:13,3.51,3.288,10.826605,98.001387,0.904,Eld,Low,2.31,,,
10249,11/14/2023 2:28,3.5,10.314,7.832537,83.562953,0.908,Eld,Low,3.06,,,
10250,11/14/2023 2:43,3.5,10.74,7.491003,80.666521,0.904,Eld,Low,3.82,,,
10251,11/14/2023 2:58,3.5,10.622,7.304718,78.458539,0.903,Eld,Low,4.6,,,
10252,11/14/2023 3:13,3.5,11.163,7.087815,77.028075,0.903,Eld,Low,5.37,,,
10253,11/14/2023 3:28,3.5,11.665,6.968177,76.549899,0.902,Eld,Low,6.14,,,
10254,11/14/2023 3:43,3.5,11.352,7.121638,77.71176,0.902,Eld,Low,6.88,,,
10255,11/14/2023 3:58,3.5,11.441,7.088218,77.495322,0.902,Eld,Low,7.6,,,
10256,11/14/2023 4:13,3.5,11.522,6.864468,75.17976,0.902,Eld,Low,8.29,,,
10257,11/14/2023 4:28,3.5,11.736,6.477651,71.269359,0.902,Eld,Low,8.92,,,
10258,11/14/2023 4:43,3.5,11.914,6.636147,73.291196,0.902,Eld,Low,9.51,,,
10259,11/14/2023 4:58,3.5,11.611,7.048087,77.338247,0.901,Eld,Low,10.04,,,
10260,11/14/2023 5:13,3.5,11.781,6.602158,72.709128,0.902,Eld,Low,10.51,,,
10261,11/14/2023 5:28,3.5,11.825,6.369502,70.212862,0.902,Eld,Low,10.92,,,
10262,11/14/2023 5:43,3.5,11.834,6.21196,68.489393,0.902,Eld,Low,11.26,,,
10263,11/14/2023 5:58,3.5,11.834,6.493674,71.595404,0.902,Eld,Low,11.54,,,
10264,11/14/2023 6:13,3.5,11.834,6.228729,68.674274,0.902,Eld,Low,11.75,,,
10265,11/14/2023 6:28,3.5,11.967,5.923015,65.489108,0.902,Eld,Low,11.9,,,
10266,11/14/2023 6:43,3.5,11.959,5.827346,64.420353,0.902,Eld,Low,11.99,,,
10267,11/14/2023 6:58,3.5,11.959,5.723361,63.270818,0.902,Eld,Low,12.03,,,
10268,11/14/2023 7:13,3.5,11.932,5.913487,65.335034,0.902,Eld,Low,12.02,,,
10269,11/14/2023 7:28,3.5,11.985,6.206624,68.651205,0.902,Eld,Low,11.95,,,
10270,11/14/2023 7:43,3.5,12.03,6.727849,74.487755,0.902,Eld,Low,11.84,,,
10271,11/14/2023 7:58,3.5,12.074,6.66286,73.837284,0.902,Eld,Low,11.69,,,
10272,11/14/2023 8:13,3.5,12.092,6.631162,73.514133,0.902,Eld,Low,11.5,,,
10273,11/14/2023 8:28,3.5,12.083,6.616816,73.341066,0.902,Eld,Low,11.27,,,
10274,11/14/2023 8:43,3.5,12.092,6.622774,73.421148,0.902,Eld,Low,11.01,,,
10275,11/14/2023 8:58,3.5,12.092,6.663873,73.876776,0.902,Eld,Low,10.73,,,
10276,11/14/2023 9:13,3.5,12.127,6.541749,72.576835,0.902,Eld,Low,10.43,,,
10277,11/14/2023 9:28,3.5,12.136,6.504928,72.182116,0.902,Eld,Low,10.11,,,
10278,11/14/2023 9:43,3.5,12.136,6.556095,72.749893,0.902,Eld,Low,9.79,,,
10279,11/14/2023 9:58,3.5,12.145,6.595605,73.202307,0.902,Eld,Low,9.46,,,
10280,11/14/2023 10:13,3.5,12.154,6.61834,73.468668,0.902,Eld,Low,9.14,,,
10281,11/14/2023 10:28,3.5,12.127,6.604659,73.274779,0.902,Eld,Low,8.83,,,
10282,11/14/2023 10:43,3.5,12.154,6.619178,73.47798,0.902,Eld,Low,8.55,,,
10283,11/14/2023 10:58,3.5,12.154,6.631761,73.617654,0.902,Eld,Low,8.29,,,
10284,11/14/2023 11:13,3.5,12.136,6.674366,74.062295,0.902,Eld,Low,8.06,,,
10285,11/14/2023 11:28,3.5,12.163,6.68805,74.25669,0.902,Eld,Low,7.87,,,
10286,11/14/2023 11:43,3.5,12.101,6.794807,75.342741,0.902,Eld,Low,7.72,,,
10287,11/14/2023 11:58,3.5,11.985,6.900162,76.322404,0.902,Eld,Low,7.62,,,
10288,11/14/2023 12:13,3.5,11.745,7.121571,78.36906,0.902,Eld,Low,7.57,,,
10289,11/14/2023 12:28,3.5,11.558,7.27466,79.733765,0.902,Eld,Low,7.56,,,
10290,11/14/2023 12:43,3.5,11.629,7.204175,79.081494,0.902,Eld,Low,7.61,,,
10291,11/14/2023 12:58,3.5,11.567,7.050983,77.29707,0.902,Eld,Low,7.71,,,
10292,11/14/2023 13:13,3.5,11.575,7.279871,79.819977,0.902,Eld,Low,7.85,,,
10293,11/14/2023 13:28,3.5,11.647,6.8431,75.146877,0.902,Eld,Low,8.03,,,
10294,11/14/2023 13:43,3.5,11.62,7.104337,77.970521,0.902,Eld,Low,8.25,,,
10295,11/14/2023 13:58,3.5,11.674,7.08646,77.864323,0.902,Eld,Low,8.5,,,
10296,11/14/2023 14:13,3.5,11.727,7.267247,79.941375,0.902,Eld,Low,8.77,,,
10297,11/14/2023 14:28,3.5,11.959,6.544339,72.346588,0.902,Eld,Low,9.05,,,
10298,11/14/2023 14:43,3.5,12.118,6.293384,69.808023,0.902,Eld,Low,9.35,,,
10299,11/14/2023 14:58,3.5,12.118,6.376423,70.729121,0.902,Eld,Low,9.65,,,
10300,11/14/2023 15:13,3.5,12.136,6.191215,68.700993,0.902,Eld,Low,9.94,,,
10301,11/14/2023 15:28,3.5,12.145,6.374158,70.744542,0.902,Eld,Low,10.22,,,
10302,11/14/2023 15:43,3.5,12.136,6.34891,70.450862,0.902,Eld,Low,10.49,,,
10303,11/14/2023 15:58,3.5,12.136,6.556095,72.749893,0.902,Eld,Low,10.73,,,
10304,11/14/2023 16:13,3.5,12.154,6.215703,68.999091,0.902,Eld,Low,10.94,,,
10305,11/14/2023 16:28,3.5,12.163,6.008592,66.712739,0.902,Eld,Low,11.11,,,
10306,11/14/2023 16:43,3.5,12.154,6.450574,71.606344,0.902,Eld,Low,11.23,,,
10307,11/14/2023 16:58,3.5,12.118,6.876338,76.274313,0.902,Eld,Low,11.31,,,
10308,11/14/2023 17:13,3.5,12.136,6.611456,73.364209,0.902,Eld,Low,11.33,,,
10309,11/14/2023 17:28,3.5,12.118,6.391521,70.896593,0.902,Eld,Low,11.3,,,
10310,11/14/2023 17:43,3.5,12.154,6.559622,72.816855,0.902,Eld,Low,11.2,,,
10311,11/14/2023 17:58,3.5,12.163,6.339094,70.382266,0.902,Eld,Low,11.04,,,
10312,11/14/2023 18:13,3.5,12.154,6.481611,71.950874,0.902,Eld,Low,10.81,,,
10313,11/14/2023 18:28,3.5,12.163,6.464919,71.779293,0.902,Eld,Low,10.52,,,
10314,11/14/2023 18:43,3.5,12.163,6.428849,71.378812,0.902,Eld,Low,10.17,,,
10315,11/14/2023 18:58,3.5,12.172,6.382797,70.881034,0.902,Eld,Low,9.76,,,
10316,11/14/2023 19:13,3.5,12.163,6.334899,70.335698,0.902,Eld,Low,9.29,,,
10317,11/14/2023 19:28,3.5,12.154,6.374241,70.758987,0.902,Eld,Low,8.76,,,
10318,11/14/2023 19:43,3.5,12.172,6.382797,70.881034,0.902,Eld,Low,8.19,,,
10319,11/14/2023 19:58,3.5,12.136,6.431113,71.363028,0.902,Eld,Low,7.57,,,
10320,11/14/2023 20:13,3.5,12.127,6.465419,71.729997,0.902,Eld,Low,6.92,,,
10321,11/14/2023 20:28,3.5,12.127,6.519102,72.325576,0.902,Eld,Low,6.23,,,
10322,11/14/2023 20:43,3.5,12.127,6.565235,72.837401,0.902,Eld,Low,5.51,,,
10323,11/14/2023 20:58,3.5,12.056,6.779265,75.098533,0.901,Eld,Low,4.78,,,
10324,11/14/2023 21:13,3.5,12.03,6.804168,75.33273,0.902,Eld,Low,4.03,,,
10325,11/14/2023 21:28,3.5,11.985,6.844813,75.710192,0.901,Eld,Low,3.28,,,
10326,11/14/2023 21:43,3.5,11.95,6.860396,75.82601,0.902,Eld,Low,2.53,,,
10327,11/14/2023 21:58,3.5,11.932,6.803194,75.164936,0.902,Eld,Low,1.8,,,
10328,11/14/2023 22:13,3.5,11.932,6.801517,75.146406,0.902,Eld,Low,1.1,,,
10329,11/14/2023 22:28,3.5,11.896,6.765103,74.686746,0.902,Eld,Low,0.44,,,
10330,11/14/2023 22:43,3.5,11.816,6.755926,74.458215,0.902,Eld,Low,-0.17,,,
10331,11/14/2023 22:58,3.51,9.463,9.317034,97.548793,0.901,Eld,Low,-0.73,,,
10332,11/14/2023 23:13,3.51,5.212,10.29362,97.67335,0.9,Eld,Low,-1.21,,,
10333,11/14/2023 23:28,3.51,3.76,10.66406,97.667868,0.901,Eld,Low,-1.62,,,
10334,11/14/2023 23:43,3.51,3.257,10.792943,97.621163,0.902,Eld,Low,-1.94,,,
10335,11/14/2023 23:58,3.51,3.07,10.824996,97.454517,0.903,Eld,Low,-2.16,,,
10336,11/15/2023 0:13,3.51,2.79,10.902357,97.463488,0.903,Eld,Low,-2.29,,,
10337,11/15/2023 0:28,3.51,2.633,10.934062,97.360865,0.903,Eld,Low,-2.31,,,
10338,11/15/2023 0:43,3.5,2.549,10.957233,97.36036,0.903,Eld,Low,-2.23,,,
10339,11/15/2023 0:58,3.5,2.486,10.974192,97.355762,0.903,Eld,Low,-2.04,,,
10340,11/15/2023 1:13,3.5,2.444,10.973382,97.245097,0.903,Eld,Low,-1.76,,,
10341,11/15/2023 1:28,3.5,2.36,11.00314,97.301366,0.903,Eld,Low,-1.38,,,
10342,11/15/2023 1:43,3.5,2.444,10.983293,97.332923,0.903,Eld,Low,-0.92,,,
10343,11/15/2023 1:58,3.51,2.591,10.943171,97.338674,0.903,Eld,Low,-0.37,,,
10344,11/15/2023 2:13,3.51,2.81,10.88373,97.345953,0.904,Eld,Low,0.25,,,
10345,11/15/2023 2:28,3.51,2.977,10.839779,97.360436,0.904,Eld,Low,0.92,,,
10346,11/15/2023 2:43,3.5,3.143,10.794946,97.361657,0.904,Eld,Low,1.65,,,
10347,11/15/2023 2:58,3.5,3.934,10.604307,97.538541,0.904,Eld,Low,2.41,,,
10348,11/15/2023 3:13,3.5,10.731,6.484749,69.817043,0.907,Eld,Low,3.2,,,
10349,11/15/2023 3:28,3.49,11.163,6.743559,73.286815,0.903,Eld,Low,4,,,
10350,11/15/2023 3:43,3.5,11.253,6.714301,73.110743,0.903,Eld,Low,4.81,,,
10351,11/15/2023 3:58,3.5,11.334,6.860887,74.837418,0.902,Eld,Low,5.62,,,
10352,11/15/2023 4:13,3.5,11.316,6.683091,72.869797,0.902,Eld,Low,6.4,,,
10353,11/15/2023 4:28,3.5,11.244,6.507298,70.842975,0.902,Eld,Low,7.17,,,
10354,11/15/2023 4:43,3.5,11.262,6.517525,70.981856,0.902,Eld,Low,7.9,,,
10355,11/15/2023 4:58,3.5,11.253,6.524139,71.040108,0.902,Eld,Low,8.59,,,
10356,11/15/2023 5:13,3.5,11.432,6.406042,70.023555,0.902,Eld,Low,9.23,,,
10357,11/15/2023 5:28,3.5,11.441,6.349146,69.415068,0.902,Eld,Low,9.82,,,
10358,11/15/2023 5:43,3.5,11.441,6.470649,70.743454,0.902,Eld,Low,10.35,,,
10359,11/15/2023 5:58,3.5,11.415,6.35812,69.474324,0.902,Eld,Low,10.81,,,
10360,11/15/2023 6:13,3.5,11.423,6.451205,70.50358,0.902,Eld,Low,11.22,,,
10361,11/15/2023 6:28,3.5,11.423,6.52578,71.318597,0.902,Eld,Low,11.55,,,
10362,11/15/2023 6:43,3.5,11.423,6.325516,69.129955,0.902,Eld,Low,11.83,,,
10363,11/15/2023 6:58,3.5,11.459,6.320824,69.13216,0.902,Eld,Low,12.04,,,
10364,11/15/2023 7:13,3.5,11.486,6.406553,70.110446,0.902,Eld,Low,12.18,,,
10365,11/15/2023 7:28,3.5,11.486,6.203755,67.891123,0.902,Eld,Low,12.27,,,
10366,11/15/2023 7:43,3.5,11.531,6.41871,70.311398,0.902,Eld,Low,12.31,,,
10367,11/15/2023 7:58,3.5,11.674,6.588547,72.393373,0.902,Eld,Low,12.29,,,
10368,11/15/2023 8:13,3.5,11.879,6.48404,71.557868,0.902,Eld,Low,12.22,,,
10369,11/15/2023 8:28,3.5,11.95,6.499808,71.840534,0.902,Eld,Low,12.12,,,
10370,11/15/2023 8:43,3.5,11.976,6.47322,71.586291,0.902,Eld,Low,11.97,,,
10371,11/15/2023 8:58,3.5,11.959,6.551048,72.420751,0.902,Eld,Low,11.78,,,
